Date,Close,name,price
2011311 ,12.21,TSMC,1.453571429
2011318 ,11.75,TSMC,1.398809524
2011325 ,12.24,TSMC,1.457142857
201141 ,12.21,TSMC,1.453571429
201148 ,12.65,TSMC,1.505952381
2011415 ,12.21,TSMC,1.453571429
2011421 ,12.56,TSMC,1.495238095
2011429 ,13.5,TSMC,1.607142857
201156 ,13.75,TSMC,1.636904762
2011513 ,13.59,TSMC,1.617857143
2011520 ,13.41,TSMC,1.596428571
2011527 ,13.26,TSMC,1.578571429
201163 ,13.64,TSMC,1.623809524
2011610 ,13.05,TSMC,1.553571429
2011617 ,12.72,TSMC,1.514285714
2011624 ,12.4,TSMC,1.476190476
201171 ,12.91,TSMC,1.536904762
201178 ,12.62,TSMC,1.502380952
2011715 ,12.22,TSMC,1.454761905
2011722 ,12.98,TSMC,1.545238095
2011729 ,12.36,TSMC,1.471428571
201185 ,11.56,TSMC,1.376190476
2011812 ,11.46,TSMC,1.364285714
2011819 ,10.94,TSMC,1.302380952
2011826 ,11.81,TSMC,1.405952381
201192 ,11.66,TSMC,1.388095238
201199 ,11.88,TSMC,1.414285714
2011916 ,12.41,TSMC,1.477380952
2011923 ,11.71,TSMC,1.394047619
2011930 ,11.43,TSMC,1.360714286
2011107 ,11.8,TSMC,1.404761905
201000000000 ,12.3,TSMC,1.464285714
201000000000 ,12.18,TSMC,1.45
201000000000 ,12.74,TSMC,1.516666667
2011114 ,12.98,TSMC,1.545238095
201000000000 ,12.95,TSMC,1.541666667
201000000000 ,12.66,TSMC,1.507142857
201000000000 ,12.07,TSMC,1.436904762
2011122 ,13.12,TSMC,1.561904762
2011129 ,13.08,TSMC,1.557142857
201000000000 ,12.76,TSMC,1.519047619
201000000000 ,12.92,TSMC,1.538095238
201000000000 ,12.91,TSMC,1.536904762
201216 ,13.15,TSMC,1.56547619
2012113 ,13.75,TSMC,1.636904762
2012120 ,13.97,TSMC,1.663095238
2012127 ,14.11,TSMC,1.679761905
201223 ,14.05,TSMC,1.672619048
2012210 ,13.84,TSMC,1.647619048
2012217 ,14.62,TSMC,1.74047619
2012224 ,14.37,TSMC,1.710714286
201232 ,14.59,TSMC,1.736904762
201239 ,14.6,TSMC,1.738095238
2012316 ,14.79,TSMC,1.760714286
2012323 ,14.99,TSMC,1.78452381
2012330 ,15.28,TSMC,1.819047619
201245 ,15.24,TSMC,1.814285714
2012413 ,15.1,TSMC,1.797619048
2012420 ,15.11,TSMC,1.798809524
2012427 ,16.15,TSMC,1.922619048
201254 ,15.44,TSMC,1.838095238
2012511 ,15.39,TSMC,1.832142857
2012518 ,14.28,TSMC,1.7
2012525 ,13.98,TSMC,1.664285714
201261 ,13.06,TSMC,1.554761905
201268 ,13.46,TSMC,1.602380952
2012615 ,13.67,TSMC,1.627380952
2012622 ,13.83,TSMC,1.646428571
2012629 ,13.96,TSMC,1.661904762
201276 ,13.5,TSMC,1.607142857
2012713 ,12.89,TSMC,1.53452381
2012720 ,12.65,TSMC,1.505952381
2012727 ,13.68,TSMC,1.628571429
201283 ,14.18,TSMC,1.688095238
2012810 ,14.49,TSMC,1.725
2012817 ,14.4,TSMC,1.714285714
2012824 ,14.37,TSMC,1.710714286
2012831 ,14.7,TSMC,1.75
201297 ,14.51,TSMC,1.727380952
2012914 ,15.36,TSMC,1.828571429
2012921 ,14.8,TSMC,1.761904762
2012928 ,15.82,TSMC,1.883333333
2012105 ,16.07,TSMC,1.913095238
201000000000 ,15.12,TSMC,1.8
201000000000 ,15.22,TSMC,1.811904762
201000000000 ,15.5,TSMC,1.845238095
